Date,Rate,High (est),Low (est)
2010-10-15,1.40545,1.421,1.39
2010-10-14,1.40323,0.0,0.0
2010-10-13,1.39207,1.4076,1.3767
2010-10-12,1.38763,1.404,1.3715
2010-10-11,1.39219,1.4094,1.3752
2010-10-08,1.39268,1.4091,1.3765
2010-10-07,1.39188,1.408,1.376
2010-10-06,1.38445,1.4014,1.3677
2010-10-05,1.37535,0.0,0.0
2010-10-04,1.37144,1.3883,1.3547
2010-10-01,1.36895,1.3855,1.3526
2010-09-30,1.36194,1.3785,1.3456
2010-09-29,1.35699,1.3728,1.3413
2010-09-28,1.3488,1.3645,1.3333
2010-09-27,1.34502,0.0,0.0
2010-09-24,1.33946,1.355,1.3241
2010-09-23,1.33538,1.3517,1.3193
2010-09-22,1.32739,0.0,0.0
2010-09-21,1.31143,0.0,0.0
2010-09-20,1.308,1.3225,1.2936
2010-09-17,1.30742,0.0,0.0
2010-09-16,1.30348,1.3197,1.2875
2010-09-15,1.29636,0.0,0.0
2010-09-14,1.28903,1.305,1.2733
2010-09-13,1.27879,1.293,1.2647
2010-09-10,1.27112,0.0,0.0
2010-09-09,1.27119,0.0,0.0
2010-09-08,1.27269,1.288,1.2575
2010-09-07,1.27989,1.2945,1.2654
2010-09-06,1.28737,1.3032,1.2717
2010-09-03,1.28382,1.298,1.2698
2010-09-02,1.28016,1.2952,1.2653
2010-09-01,1.27434,1.2888,1.2601
2010-08-31,1.26891,1.2846,1.2535
2010-08-30,1.2711,1.2864,1.256
2010-08-27,1.27208,1.287,1.2574
2010-08-26,1.26886,0.0,0.0
2010-08-25,1.26512,0.0,0.0
2010-08-24,1.26639,1.2806,1.2523
2010-08-23,1.27074,1.2861,1.2556
2010-08-20,1.277,1.2913,1.2629
2010-08-19,1.28423,1.2992,1.2695
2010-08-18,1.28691,1.3029,1.2711
2010-08-17,1.28512,0.0,0.0
2010-08-16,1.28156,0.0,0.0
2010-08-13,1.28274,0.0,0.0
2010-08-12,1.2899,1.3051,1.2749
2010-08-11,1.30439,0.0,0.0
2010-08-10,1.3189,0.0,0.0
2010-08-09,1.32462,0.0,0.0
2010-08-06,1.32092,0.0,0.0
2010-08-05,1.31784,1.3336,1.3023
2010-08-04,1.31979,1.336,1.3038
2010-08-03,1.31799,1.3332,1.3029
2010-08-02,1.30894,0.0,0.0
2010-07-30,1.30508,1.32,1.2903
2010-07-29,1.304,0.0,0.0
2010-07-28,1.29995,1.3153,1.2848
2010-07-27,1.29774,0.0,0.0
2010-07-26,1.29252,0.0,0.0
2010-07-23,1.28757,1.3031,1.2722
2010-07-22,1.28433,1.2995,1.2694
2010-07-21,1.28629,1.3013,1.2715
2010-07-20,1.29317,1.3086,1.2779
2010-07-19,1.29452,1.3105,1.2788
2010-07-16,1.29033,1.3064,1.2745
2010-07-15,1.27908,0.0,0.0
2010-07-14,1.26893,1.2832,1.2549
2010-07-13,1.2611,0.0,0.0
2010-07-12,1.26117,0.0,0.0
2010-07-09,1.26619,0.0,0.0
2010-07-08,1.26416,1.279,1.2495
2010-07-07,1.25999,1.2749,1.2452
2010-07-06,1.25735,0.0,0.0
2010-07-05,1.25352,0.0,0.0
2010-07-02,1.2469,0.0,0.0
2010-07-01,1.23214,1.2471,1.2173
2010-06-30,1.22332,0.0,0.0
2010-06-29,1.22543,1.2394,1.2117
2010-06-28,1.23306,1.2467,1.2195
2010-06-25,1.23224,1.2465,1.2182
2010-06-24,1.23021,1.2454,1.2152
2010-06-23,1.22798,1.2415,1.2146
2010-06-22,1.23261,1.2468,1.2186
2010-06-21,1.23829,0.0,0.0
2010-06-18,1.23664,1.2514,1.2221
2010-06-17,1.23314,1.2471,1.2194
2010-06-16,1.22931,1.2437,1.2151
2010-06-15,1.2255,1.2408,1.2104
2010-06-14,1.21808,1.2319,1.2044
2010-06-11,1.20899,0.0,0.0
2010-06-10,1.20419,0.0,0.0
2010-06-09,1.19749,1.2124,1.1828
2010-06-08,1.19454,0.0,0.0
2010-06-07,1.19977,1.213,1.1867
2010-06-04,1.21416,1.2288,1.1997
2010-06-03,1.2233,1.2383,1.2084
2010-06-02,1.22239,0.0,0.0
2010-06-01,1.22535,1.2404,1.2105
2010-05-31,1.23164,1.247,1.2165
2010-05-28,1.23273,1.2472,1.2184
2010-05-27,1.22868,1.243,1.2145
2010-05-26,1.22626,1.2413,1.2114
2010-05-25,1.23166,1.2468,1.2167
2010-05-24,1.24679,1.2622,1.2315
2010-05-21,1.24971,1.2643,1.2353
2010-05-20,1.23473,1.2486,1.221
2010-05-19,1.22983,1.2448,1.215
2010-05-18,1.23436,0.0,0.0
2010-05-17,1.23791,1.2516,1.2244
2010-05-14,1.25103,1.2657,1.2365
2010-05-13,1.26197,0.0,0.0
2010-05-12,1.26761,1.2828,1.2526
2010-05-11,1.27863,0.0,0.0
2010-05-10,1.28359,1.2977,1.2696
2010-05-07,1.27218,1.2875,1.257
2010-05-06,1.27997,0.0,0.0
2010-05-05,1.29732,1.3124,1.2824
2010-05-04,1.314,0.0,0.0
2010-05-03,1.32486,0.0,0.0
2010-04-30,1.3274,0.0,0.0
2010-04-29,1.32197,0.0,0.0
2010-04-28,1.32314,1.3381,1.3084
2010-04-27,1.33148,1.3469,1.3162
2010-04-26,1.3332,1.3493,1.3173
2010-04-23,1.33244,1.3486,1.3165
2010-04-22,1.3368,0.0,0.0
2010-04-21,1.34301,0.0,0.0
2010-04-20,1.34632,0.0,0.0
2010-04-19,1.34805,1.3635,1.3328
2010-04-16,1.35431,0.0,0.0
2010-04-15,1.36005,0.0,0.0
2010-04-14,1.36221,1.378,1.3466
2010-04-13,1.35951,0.0,0.0
2010-04-12,1.35353,0.0,0.0
2010-04-09,1.33841,0.0,0.0
2010-04-08,1.33425,0.0,0.0
2010-04-07,1.33783,0.0,0.0
2010-04-06,1.34321,1.3588,1.3278
2010-04-05,1.35075,1.3673,1.3344
2010-04-02,1.35368,1.3705,1.337
2010-04-01,1.3512,0.0,0.0
2010-03-31,1.34747,1.3642,1.3309
2010-03-30,1.34587,0.0,0.0
2010-03-29,1.34324,0.0,0.0
2010-03-26,1.33607,1.3512,1.3211
2010-03-25,1.33393,1.3495,1.3185
2010-03-24,1.34208,1.3573,1.327
2010-03-23,1.35195,1.3687,1.3354
2010-03-22,1.35392,1.369,1.339
2010-03-19,1.35946,1.3748,1.3443
2010-03-18,1.3695,0.0,0.0
2010-03-17,1.37502,1.3915,1.3587
2010-03-16,1.37153,0.0,0.0
2010-03-15,1.37172,1.3886,1.3551
2010-03-12,1.37117,0.0,0.0
2010-03-11,1.36422,1.3796,1.3491
2010-03-10,1.36056,1.3762,1.3451
2010-03-09,1.36142,0.0,0.0
2010-03-08,1.36316,1.3782,1.3483
2010-03-05,1.36092,0.0,0.0
2010-03-04,1.36424,1.3808,1.3479
2010-03-03,1.36199,0.0,0.0
2010-03-02,1.35578,0.0,0.0
2010-03-01,1.35778,1.3737,1.342
2010-02-26,1.35637,1.3722,1.3408
2010-02-25,1.35178,1.3681,1.3356
2010-02-24,1.35587,1.3724,1.3395
2010-02-23,1.35899,0.0,0.0
2010-02-22,1.35752,0.0,0.0
2010-02-19,1.35471,0.0,0.0
2010-02-18,1.36239,1.379,1.346
2010-02-17,1.36941,0.0,0.0
2010-02-16,1.36599,1.3825,1.3496
2010-02-15,1.36159,0.0,0.0
2010-02-12,1.36707,1.3822,1.3521
2010-02-11,1.37416,1.391,1.3575
2010-02-10,1.37457,1.3913,1.358
2010-02-09,1.36989,1.3853,1.3547
2010-02-08,1.36748,1.3843,1.3509
2010-02-05,1.37446,1.3909,1.3582
2010-02-04,1.38878,0.0,0.0
2010-02-03,1.39494,1.4108,1.3793
2010-02-02,1.39203,1.4093,1.3749
2010-02-01,1.39086,1.4067,1.3752
2010-01-29,1.39589,1.4133,1.3787
2010-01-28,1.40238,1.4193,1.3856
2010-01-27,1.40781,1.4234,1.3924
2010-01-26,1.41251,0.0,0.0
2010-01-25,1.41452,0.0,0.0
2010-01-22,1.41148,1.4286,1.3946
2010-01-21,1.41272,0.0,0.0
2010-01-20,1.42473,0.0,0.0
2010-01-19,1.43575,1.4526,1.4191
2010-01-18,1.4389,1.4563,1.4217
2010-01-15,1.44528,1.4612,1.4295
2010-01-14,1.45092,1.467,1.435
2010-01-13,1.45008,1.4669,1.4334
2010-01-12,1.44995,1.4671,1.433
2010-01-11,1.44397,1.4601,1.428
2010-01-08,1.43447,1.4521,1.4171
2010-01-07,1.43857,0.0,0.0
2010-01-06,1.43857,0.0,0.0
2010-01-05,1.43934,1.4556,1.4233
2010-01-04,1.43386,1.4506,1.4173
2010-01-01,1.43324,1.4501,1.4166
2009-12-31,1.43556,1.4532,1.4181
2009-12-30,1.43529,1.4529,1.4179
2009-12-29,1.43871,0.0,0.0
2009-12-28,1.43871,1.4547,1.4229
2009-12-25,1.43749,0.0,0.0
2009-12-24,1.43287,0.0,0.0
2009-12-23,1.42805,1.4456,1.4107
2009-12-22,1.43002,1.4464,1.4138
2009-12-21,1.43356,1.4502,1.4171
2009-12-18,1.43712,1.4546,1.4198
2009-12-17,1.44588,1.4622,1.4298
2009-12-16,1.45638,0.0,0.0
2009-12-15,1.46101,1.4786,1.4437
2009-12-14,1.46675,1.484,1.4496
2009-12-11,1.47135,0.0,0.0
2009-12-10,1.47254,0.0,0.0
2009-12-09,1.47494,1.4932,1.4569
2009-12-08,1.4815,1.4992,1.464
2009-12-07,1.49026,1.5086,1.4721
2009-12-04,1.504,0.0,0.0
2009-12-03,1.50865,1.5259,1.4916
2009-12-02,1.50679,0.0,0.0
2009-12-01,1.50425,1.5226,1.4861
2009-11-30,1.49956,1.5178,1.4815
2009-11-27,1.49884,1.5168,1.4811
2009-11-26,1.50579,0.0,0.0
2009-11-25,1.5001,1.5185,1.4819
2009-11-24,1.49482,1.5125,1.4774
2009-11-23,1.49227,1.5098,1.4749
2009-11-20,1.48919,1.506,1.4726
2009-11-19,1.49096,1.5092,1.4729
2009-11-18,1.49184,0.0,0.0
2009-11-17,1.49361,0.0,0.0
2009-11-16,1.49274,0.0,0.0
2009-11-13,1.49004,1.5084,1.4719
2009-11-12,1.49649,1.5151,1.4782
2009-11-11,1.49923,1.5158,1.4828
2009-11-10,1.49724,1.5157,1.479
2009-11-09,1.49207,0.0,0.0
2009-11-06,1.48643,1.5039,1.4691
2009-11-05,1.48224,0.0,0.0
2009-11-04,1.47548,1.4935,1.4576
2009-11-03,1.47404,1.4912,1.4571
2009-11-02,1.47761,1.496,1.4594
2009-10-30,1.47879,1.4952,1.4625
2009-10-29,1.47693,0.0,0.0
2009-10-28,1.48117,1.4995,1.4631
2009-10-27,1.49046,1.5087,1.4724
2009-10-26,1.5004,0.0,0.0
2009-10-23,1.50143,0.0,0.0
2009-10-22,1.49825,1.5148,1.4818
2009-10-21,1.49574,1.5144,1.4773
2009-10-20,1.49402,0.0,0.0
2009-10-19,1.492,0.0,0.0
2009-10-16,1.492,0.0,0.0
2009-10-15,1.49152,1.5101,1.4731
2009-10-14,1.48567,1.5037,1.4679
2009-10-13,1.47824,1.4964,1.4603
2009-10-12,1.47408,1.491,1.4574
2009-10-09,1.47446,0.0,0.0
2009-10-08,1.47333,0.0,0.0
2009-10-07,1.47032,1.4865,1.4543
2009-10-06,1.46805,1.4857,1.4506
2009-10-05,1.46022,1.4779,1.4428
2009-10-02,1.45665,1.4741,1.4394
2009-10-01,1.45992,1.4764,1.4437
2009-09-30,1.46117,1.4793,1.4433
2009-09-29,1.46065,1.4781,1.4434
2009-09-28,1.46478,0.0,0.0
2009-09-25,1.46914,0.0,0.0
2009-09-24,1.47488,0.0,0.0
2009-09-23,1.47764,1.4954,1.4601
2009-09-22,1.47261,1.4908,1.4546
2009-09-21,1.46884,1.487,1.4509
2009-09-18,1.47187,0.0,0.0
2009-09-17,1.47115,0.0,0.0
2009-09-16,1.46605,0.0,0.0
2009-09-15,1.46035,1.477,1.4439
2009-09-14,1.45811,1.4747,1.4417
2009-09-11,1.45819,0.0,0.0
2009-09-10,1.45484,1.4726,1.4372
2009-09-09,1.44846,1.4661,1.4311
2009-09-08,1.43872,0.0,0.0
2009-09-07,1.43092,1.4485,1.4136
2009-09-04,1.42706,1.4428,1.4115
2009-09-03,1.42606,1.4436,1.4088
2009-09-02,1.42568,1.4431,1.4085
2009-09-01,1.43056,1.4484,1.413
2009-08-31,1.4321,0.0,0.0
2009-08-28,1.43169,1.4474,1.4161
2009-08-27,1.42697,0.0,0.0
2009-08-26,1.42888,1.4467,1.4113
2009-08-25,1.4311,1.449,1.4134
2009-08-24,1.43094,1.4473,1.4148
2009-08-21,1.42669,1.4426,1.411
2009-08-20,1.4205,1.4379,1.4033
2009-08-19,1.4139,0.0,0.0
2009-08-18,1.41135,1.427,1.3959
2009-08-17,1.41716,0.0,0.0
2009-08-14,1.42555,1.442,1.4093
2009-08-13,1.42204,1.4384,1.4059
2009-08-12,1.4159,1.4319,1.4001
2009-08-11,1.41598,1.433,1.3992
2009-08-10,1.42279,0.0,0.0
2009-08-07,1.43351,1.4514,1.4159
2009-08-06,1.43934,1.4555,1.4233
2009-08-05,1.44032,0.0,0.0
2009-08-04,1.4365,0.0,0.0
2009-08-03,1.42465,0.0,0.0
2009-07-31,1.41161,1.4284,1.395
2009-07-30,1.40834,1.424,1.3929
2009-07-29,1.41606,1.4323,1.4
2009-07-28,1.42296,0.0,0.0
2009-07-27,1.42196,1.4379,1.4062
2009-07-24,1.42064,0.0,0.0
2009-07-23,1.42168,0.0,0.0
2009-07-22,1.42071,0.0,0.0
2009-07-21,1.4204,0.0,0.0
2009-07-20,1.41607,0.0,0.0
2009-07-17,1.41091,1.4268,1.3952
2009-07-16,1.40787,0.0,0.0
2009-07-15,1.40169,0.0,0.0
2009-07-14,1.39653,1.4134,1.3798
2009-07-13,1.39503,1.4104,1.3798
2009-07-10,1.39536,0.0,0.0
2009-07-09,1.39301,0.0,0.0
2009-07-08,1.39211,1.4086,1.3758
2009-07-07,1.39593,0.0,0.0
2009-07-06,1.39616,1.4126,1.3799
2009-07-03,1.40233,0.0,0.0
2009-07-02,1.40803,1.4236,1.3926
2009-07-01,1.40847,1.4258,1.3914
2009-06-30,1.40712,0.0,0.0
2009-06-29,1.40491,1.4215,1.3885
2009-06-26,1.40136,1.4169,1.3859
2009-06-25,1.39891,1.4144,1.3836
2009-06-24,1.40101,1.4172,1.385
2009-06-23,1.39199,1.4081,1.3761
2009-06-22,1.38989,1.4066,1.3734
2009-06-19,1.39348,1.4099,1.3773
2009-06-18,1.39174,1.4072,1.3764
2009-06-17,1.386,0.0,0.0
2009-06-16,1.38578,0.0,0.0
2009-06-15,1.3946,1.4111,1.3783
2009-06-12,1.40472,0.0,0.0
2009-06-11,1.4044,0.0,0.0
2009-06-10,1.40131,0.0,0.0
2009-06-09,1.39375,1.4107,1.377
2009-06-08,1.39974,0.0,0.0
2009-06-05,1.41421,1.4314,1.3972
2009-06-04,1.41956,1.4359,1.4034
2009-06-03,1.42236,1.4386,1.4063
2009-06-02,1.4193,0.0,0.0
2009-06-01,1.41253,1.4288,1.3965
2009-05-29,1.39785,0.0,0.0
2009-05-28,1.39033,1.4067,1.3742
2009-05-27,1.39539,0.0,0.0
2009-05-26,1.39784,0.0,0.0
2009-05-25,1.39876,1.4157,1.382
2009-05-22,1.38976,0.0,0.0
2009-05-21,1.37539,1.3907,1.3603
2009-05-20,1.36444,0.0,0.0
2009-05-19,1.35476,0.0,0.0
2009-05-18,1.35166,1.3677,1.3358
2009-05-15,1.35838,0.0,0.0
2009-05-14,1.36122,0.0,0.0
2009-05-13,1.36386,0.0,0.0
2009-05-12,1.36195,1.378,1.3461
2009-05-11,1.3549,0.0,0.0
2009-05-08,1.34097,1.3564,1.3257
2009-05-07,1.33295,0.0,0.0
2009-05-06,1.33332,0.0,0.0
2009-05-05,1.33552,1.3519,1.3194
2009-05-04,1.32938,1.3455,1.3135
2009-05-01,1.32677,1.3419,1.3118
2009-04-30,1.32545,0.0,0.0
2009-04-29,1.31533,1.3317,1.2991
2009-04-28,1.3082,0.0,0.0
2009-04-27,1.31705,0.0,0.0
2009-04-24,1.31419,1.3303,1.2983
2009-04-23,1.30056,1.3164,1.2849
2009-04-22,1.29498,0.0,0.0
2009-04-21,1.29542,1.3102,1.2808
2009-04-20,1.30205,1.3179,1.2864
2009-04-17,1.31347,1.3284,1.2987
2009-04-16,1.32095,1.3361,1.306
2009-04-15,1.3257,1.342,1.3096
2009-04-14,1.32791,1.3431,1.3128
2009-04-13,1.31975,1.3352,1.3044
2009-04-10,1.31776,1.3341,1.3016
2009-04-09,1.32399,0.0,0.0
2009-04-08,1.32676,0.0,0.0
2009-04-07,1.33876,1.3544,1.3233
2009-04-06,1.34767,1.3625,1.333
2009-04-03,1.34001,0.0,0.0
2009-04-02,1.32932,1.3449,1.314
2009-04-01,1.32456,0.0,0.0
2009-03-31,1.32505,1.3403,1.31
2009-03-30,1.33021,0.0,0.0
2009-03-27,1.34955,1.3661,1.3332
2009-03-26,1.35459,1.3708,1.3386
2009-03-25,1.35348,1.3684,1.3387
2009-03-24,1.36088,0.0,0.0
2009-03-23,1.36289,1.3797,1.3463
2009-03-20,1.35959,1.3758,1.3436
2009-03-19,1.33792,1.3546,1.3215
2009-03-18,1.30447,1.3191,1.29
2009-03-17,1.2974,1.3127,1.2823
2009-03-16,1.29357,0.0,0.0
2009-03-13,1.28725,1.3018,1.2729
2009-03-12,1.27786,1.2928,1.2631
2009-03-11,1.2707,1.2857,1.2559
2009-03-10,1.26701,0.0,0.0
2009-03-09,1.26408,0.0,0.0
2009-03-06,1.26151,0.0,0.0
2009-03-05,1.25693,0.0,0.0
2009-03-04,1.25661,0.0,0.0
2009-03-03,1.25974,1.2747,1.245
2009-03-02,1.263,1.2772,1.249
2009-02-27,1.27122,1.287,1.2556
2009-02-26,1.27699,1.2914,1.2628
2009-02-25,1.27899,1.2939,1.2642
2009-02-24,1.27792,1.2935,1.2625
2009-02-23,1.27635,0.0,0.0
2009-02-20,1.26453,0.0,0.0
2009-02-19,1.26138,1.2758,1.2471
2009-02-18,1.26084,1.2755,1.2464
2009-02-17,1.26989,0.0,0.0
2009-02-16,1.28145,1.2972,1.2659
2009-02-13,1.28791,1.3022,1.2737
2009-02-12,1.28801,0.0,0.0
2009-02-11,1.29161,1.3058,1.2775
2009-02-10,1.29451,0.0,0.0
2009-02-09,1.29178,1.3063,1.2774
2009-02-06,1.28293,1.2971,1.2689
2009-02-05,1.28793,0.0,0.0
2009-02-04,1.29219,0.0,0.0
2009-02-03,1.28432,1.2994,1.2694
2009-02-02,1.28058,1.2963,1.265
2009-01-30,1.29573,0.0,0.0
2009-01-29,1.31415,1.3289,1.2996
2009-01-28,1.32213,0.0,0.0
2009-01-27,1.31284,1.3289,1.297
2009-01-26,1.29636,1.3107,1.2821
2009-01-23,1.29443,1.3095,1.2796
2009-01-22,1.29708,1.3132,1.2812
2009-01-21,1.29397,1.3095,1.2787
2009-01-20,1.30801,1.324,1.2923
2009-01-19,1.32495,1.3401,1.31
2009-01-16,1.32015,1.3356,1.3048
2009-01-15,1.31754,0.0,0.0
2009-01-14,1.32359,1.3396,1.3078
2009-01-13,1.33254,0.0,0.0
2009-01-12,1.3488,0.0,0.0
2009-01-09,1.36289,1.379,1.347
2009-01-08,1.36167,0.0,0.0
2009-01-07,1.35453,0.0,0.0
2009-01-06,1.3594,1.3744,1.3446
2009-01-05,1.38197,0.0,0.0
2009-01-02,1.39413,1.4114,1.3771
2009-01-01,1.39987,1.4158,1.3841
2008-12-31,1.40624,1.4218,1.3908
2008-12-30,1.41313,0.0,0.0
2008-12-29,1.41371,1.43,1.3976
2008-12-26,1.40356,1.4197,1.3876
2008-12-25,1.39963,1.4152,1.3843
2008-12-24,1.39731,1.4137,1.3811
2008-12-23,1.39775,1.4147,1.381
2008-12-22,1.40355,0.0,0.0
2008-12-19,1.42337,1.4406,1.4063
2008-12-18,1.43287,1.4497,1.4162
2008-12-17,1.39833,1.4143,1.3826
2008-12-16,1.36389,1.3792,1.3488
2008-12-15,1.34437,1.3606,1.3283
2008-12-12,1.32661,1.3414,1.3119
2008-12-11,1.30713,0.0,0.0
2008-12-10,1.29338,1.3082,1.2787
2008-12-09,1.28674,0.0,0.0
2008-12-08,1.27927,0.0,0.0
2008-12-05,1.27185,1.287,1.2569
2008-12-04,1.26866,0.0,0.0
2008-12-03,1.26666,0.0,0.0
2008-12-02,1.26551,1.2801,1.2511
2008-12-01,1.27313,0.0,0.0
2008-11-28,1.28637,0.0,0.0
2008-11-27,1.2931,0.0,0.0
2008-11-26,1.29494,1.3101,1.2799
2008-11-25,1.28301,1.2979,1.2683
2008-11-24,1.26237,0.0,0.0
2008-11-21,1.25186,1.2667,1.2372
2008-11-20,1.25619,0.0,0.0
2008-11-19,1.26287,1.2785,1.2475
2008-11-18,1.26249,0.0,0.0
2008-11-17,1.26608,0.0,0.0
2008-11-14,1.26362,0.0,0.0
2008-11-13,1.25147,0.0,0.0
2008-11-12,1.26,1.2756,1.2446
2008-11-11,1.2752,1.2897,1.2609
2008-11-10,1.28074,1.2955,1.2662
2008-11-07,1.27877,1.2944,1.2633
2008-11-06,1.28866,0.0,0.0
2008-11-05,1.28548,0.0,0.0
2008-11-04,1.27493,1.2898,1.2602
2008-11-03,1.27692,0.0,0.0
2008-10-31,1.28508,1.301,1.2694
2008-10-30,1.29553,1.3107,1.2805
2008-10-29,1.2675,1.282,1.2531
2008-10-28,1.24992,1.2654,1.2346
2008-10-27,1.25675,1.2712,1.2425
2008-10-24,1.27136,1.2869,1.256
2008-10-23,1.28551,1.3008,1.2704
2008-10-22,1.3036,1.3192,1.2882
2008-10-21,1.33068,1.3472,1.3144
2008-10-20,1.34326,0.0,0.0
2008-10-17,1.34538,1.3619,1.3291
2008-10-16,1.3498,1.3659,1.3339
2008-10-15,1.36166,0.0,0.0
2008-10-14,1.36319,1.3784,1.3482
2008-10-13,1.35647,1.373,1.3402
2008-10-10,1.35864,1.3744,1.343
2008-10-09,1.36538,0.0,0.0
2008-10-08,1.36103,1.3775,1.3447
2008-10-07,1.35791,1.3742,1.3419
2008-10-06,1.36817,0.0,0.0
2008-10-03,1.3858,1.4029,1.3689
2008-10-02,1.39758,1.4147,1.3807
2008-10-01,1.41693,0.0,0.0
2008-09-30,1.43532,0.0,0.0
2008-09-29,1.45111,0.0,0.0
2008-09-26,1.46357,1.4813,1.446
2008-09-25,1.46738,0.0,0.0
2008-09-24,1.47032,1.4885,1.4524
2008-09-23,1.46921,1.4869,1.4517
2008-09-22,1.44742,0.0,0.0
2008-09-19,1.43357,1.4504,1.4169
2008-09-18,1.43116,1.4484,1.4141
2008-09-17,1.42027,0.0,0.0
2008-09-16,1.42383,0.0,0.0
2008-09-15,1.41954,0.0,0.0
2008-09-12,1.4027,1.4184,1.3871
2008-09-11,1.40102,0.0,0.0
2008-09-10,1.41191,0.0,0.0
2008-09-09,1.41902,0.0,0.0
2008-09-08,1.42745,1.445,1.4101
2008-09-05,1.43372,1.4513,1.4164
2008-09-04,1.44652,1.4639,1.4293
2008-09-03,1.44973,0.0,0.0
2008-09-02,1.45791,1.4742,1.4418
2008-09-01,1.46683,0.0,0.0
2008-08-29,1.4729,0.0,0.0
2008-08-28,1.47323,0.0,0.0
2008-08-27,1.46923,1.4861,1.4526
2008-08-26,1.47053,1.4872,1.454
2008-08-25,1.47935,0.0,0.0
2008-08-22,1.48303,0.0,0.0
2008-08-21,1.47815,1.4945,1.462
2008-08-20,1.47278,0.0,0.0
2008-08-19,1.47051,1.4887,1.4525
2008-08-18,1.4728,0.0,0.0
2008-08-15,1.47951,1.4963,1.4629
2008-08-14,1.4896,1.5076,1.4718
2008-08-13,1.49085,1.5081,1.4738
2008-08-12,1.49287,0.0,0.0
2008-08-11,1.50475,1.5218,1.4878
2008-08-08,1.52545,1.5441,1.507
2008-08-07,1.54323,1.5605,1.5262
2008-08-06,1.54808,1.5661,1.5302
2008-08-05,1.55412,0.0,0.0
2008-08-04,1.5566,1.5741,1.5393
2008-08-01,1.55639,0.0,0.0
2008-07-31,1.55933,0.0,0.0
2008-07-30,1.56243,1.5815,1.5436
2008-07-29,1.57087,0.0,0.0
2008-07-28,1.5717,1.5901,1.5536
2008-07-25,1.56955,1.588,1.5513
2008-07-24,1.57055,1.5895,1.5518
2008-07-23,1.58026,1.5986,1.5621
2008-07-22,1.58789,0.0,0.0
2008-07-21,1.58589,1.6051,1.5669
2008-07-18,1.58472,0.0,0.0
2008-07-17,1.58632,1.6043,1.5686
2008-07-16,1.591,0.0,0.0
2008-07-15,1.5923,0.0,0.0
2008-07-14,1.58698,1.6048,1.5694
2008-07-11,1.57906,1.5967,1.5616
2008-07-10,1.57229,1.5918,1.5531
2008-07-09,1.56862,0.0,0.0
2008-07-08,1.56862,1.5874,1.5501
2008-07-07,1.5679,1.5863,1.5497
2008-07-04,1.57494,0.0,0.0
2008-07-03,1.58259,0.0,0.0
2008-07-02,1.58039,1.5994,1.5616
2008-07-01,1.5772,1.5962,1.5584
2008-06-30,1.57691,1.5963,1.5578
2008-06-27,1.5732,1.5926,1.554
2008-06-26,1.56555,1.5843,1.547
2008-06-25,1.55701,1.5757,1.5386
2008-06-24,1.55527,1.5731,1.5376
2008-06-23,1.55715,1.5753,1.5392
2008-06-20,1.55672,0.0,0.0
2008-06-19,1.55177,1.5703,1.5334
2008-06-18,1.54761,0.0,0.0
2008-06-17,1.54761,1.5651,1.5303
2008-06-16,1.54088,0.0,0.0
2008-06-13,1.54058,1.5587,1.5227
2008-06-12,1.54771,0.0,0.0
2008-06-11,1.55195,1.5699,1.5342
2008-06-10,1.56346,0.0,0.0
2008-06-09,1.57242,1.5914,1.5537
2008-06-06,1.55883,1.5774,1.5404
2008-06-05,1.5455,1.563,1.5282
2008-06-04,1.548,0.0,0.0
2008-06-03,1.55334,0.0,0.0
2008-06-02,1.55354,1.5715,1.5358
2008-05-30,1.55492,0.0,0.0
2008-05-29,1.56206,1.5797,1.5446
2008-05-28,1.57085,0.0,0.0
2008-05-27,1.57609,1.5945,1.5579
2008-05-26,1.57607,1.5957,1.5567
2008-05-23,1.57538,1.5949,1.5561
2008-05-22,1.57411,1.5931,1.5553
2008-05-21,1.56643,1.5838,1.5493
2008-05-20,1.55811,1.5762,1.5402
2008-05-19,1.55392,0.0,0.0
2008-05-16,1.54916,1.5669,1.5316
2008-05-15,1.54705,1.5649,1.5294
2008-05-14,1.54742,1.5663,1.5288
2008-05-13,1.54908,1.5676,1.5307
2008-05-12,1.54521,0.0,0.0
2008-05-09,1.54093,1.5579,1.5241
2008-05-08,1.54032,0.0,0.0
2008-05-07,1.54847,0.0,0.0
2008-05-06,1.54995,1.5675,1.5325
2008-05-05,1.54593,0.0,0.0
2008-05-02,1.54908,0.0,0.0
2008-05-01,1.55611,1.5744,1.538
2008-04-30,1.55839,1.5765,1.5405
2008-04-29,1.56185,1.5803,1.5436
2008-04-28,1.56405,0.0,0.0
2008-04-25,1.56993,1.5874,1.5527
2008-04-24,1.58479,1.6029,1.5669
2008-04-23,1.59434,1.6133,1.5756
2008-04-22,1.59013,0.0,0.0
2008-04-21,1.58552,1.6049,1.5664
2008-04-18,1.58816,0.0,0.0
2008-04-17,1.59072,1.6104,1.5713
2008-04-16,1.58503,0.0,0.0
2008-04-15,1.58018,1.5979,1.5627
2008-04-14,1.57782,1.5969,1.559
2008-04-11,1.58052,0.0,0.0
2008-04-10,1.57935,1.5984,1.5606
2008-04-09,1.57364,1.5916,1.5558
2008-04-08,1.57213,0.0,0.0
2008-04-07,1.57087,1.5893,1.5526
2008-04-04,1.56853,1.5861,1.5512
2008-04-03,1.56294,0.0,0.0
2008-04-02,1.56483,0.0,0.0
